"tailnum","year","type","manufacturer","model","engines","seats","speed","engine"
"N7742B",2007,"Fixed wing multi engine","BOEING","737-7BD",2,149,0,"Turbo-fan"
"N77430",2009,"Fixed wing multi engine","BOEING","737-924ER",2,191,0,"Turbo-fan"
"N77431",2009,"Fixed wing multi engine","BOEING","737-924ER",2,191,0,"Turbo-fan"
"N7743B",2008,"Fixed wing multi engine","BOEING","737-7BD",2,149,0,"Turbo-fan"
"N7744A",2007,"Fixed wing multi engine","BOEING","737-7BD",2,149,0,"Turbo-fan"
"N7745A",2007,"Fixed wing multi engine","BOEING","737-7BD",2,149,0,"Turbo-fan"
"N7746C",2007,"Fixed wing multi engine","BOEING","737-7BD",2,149,0,"Turbo-fan"
"N7747C",2007,"Fixed wing multi engine","BOEING","737-7BD",2,149,0,"Turbo-fan"
"N7748A",2007,"Fixed wing multi engine","BOEING","737-7BD",2,149,0,"Turbo-fan"
"N7749B",2009,"Fixed wing multi engine","BOEING","737-7BD",2,149,0,"Turbo-fan"
"N774DE",2012,"Fixed wing multi engine","BOEING","737-8EH",2,189,0,"Turbo-fan"
"N774SK",2006,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,0,"Turbo-fan"
"N774XF",2003,"Fixed wing multi engine","AIRBUS","A319-112",2,100,0,"Turbo-fan"
"N7750A",2008,"Fixed wing multi engine","BOEING","737-7BD",2,149,0,"Turbo-fan"
"N77510",2008,"Fixed wing multi engine","BOEING","737-824",2,149,0,"Turbo-fan"
"N77518",2008,"Fixed wing multi engine","BOEING","737-824",2,149,0,"Turbo-fan"
"N7751A",2008,"Fixed wing multi engine","BOEING","737-7BD",2,149,0,"Turbo-fan"
"N77520",2010,"Fixed wing multi engine","BOEING","737-824",2,149,0,"Turbo-fan"
"N77525",2010,"Fixed wing multi engine","BOEING","737-824",2,149,0,"Turbo-fan"
"N7752B",2008,"Fixed wing multi engine","BOEING","737-7BD",2,149,0,"Turbo-fan"
"N77530",2011,"Fixed wing multi engine","BOEING","737-824",2,149,0,"Turbo-fan"
"N77535",2016,"Fixed wing multi engine","BOEING","737-824",2,149,0,"Turbo-fan"
"N77536",2016,"Fixed wing multi engine","BOEING","737-824",2,149,0,"Turbo-fan"
"N77537",2016,"Fixed wing multi engine","BOEING","737-800",2,175,0,"Turbo-fan"
"N77538",2016,"Fixed wing multi engine","BOEING","737-800",2,175,0,"Turbo-fan"
"N77539",2017,"Fixed wing multi engine","BOEING","737-800",2,175,0,"Turbo-fan"
"N77542",2017,"Fixed wing multi engine","BOEING","737-800",2,175,0,"Turbo-fan"
"N775DE",2013,"Fixed wing multi engine","BOEING","737-8EH",2,189,0,"Turbo-fan"
"N775JB",2009,"Fixed wing multi engine","AIRBUS","A320-232",2,200,0,"Turbo-fan"
"N776DE",2013,"Fixed wing multi engine","BOEING","737-8EH",2,189,0,"Turbo-fan"
"N776SK",2006,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,0,"Turbo-fan"
"N776XF",2004,"Fixed wing multi engine","AIRBUS","A319-112",2,100,0,"Turbo-fan"
"N778SK",2006,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C11",2,55,0,"Turbo-fan"
"N778SW",2000,"Fixed wing multi engine","BOEING","737-7H4",2,143,0,"Turbo-fan"
"N778XF",2009,"Fixed wing multi engine","AIRBUS","A319-112",2,100,0,"Turbo-fan"
"N779JB",2009,"Fixed wing multi engine","AIRBUS","A320-232",2,200,0,"Turbo-fan"
"N779SK",2009,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,0,"Turbo-fan"
"N780SK",2009,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,0,"Turbo-fan"
"N7815L",2003,"Fixed wing multi engine","BOEING","737-76Q",2,149,0,"Turbo-fan"
"N7820L",2002,"Fixed wing multi engine","BOEING","737-79P",2,149,0,"Turbo-fan"
"N7821L",2003,"Fixed wing multi engine","BOEING","737-7CT",2,149,0,"Turbo-fan"
"N7823A",2003,"Fixed wing multi engine","BOEING","737-7CT",2,149,0,"Turbo-fan"
"N7824A",2001,"Fixed wing multi engine","BOEING","737-7BK",2,149,0,"Turbo-fan"
"N7825A",2003,"Fixed wing multi engine","BOEING","737-7CT",2,149,0,"Turbo-fan"
"N7826B",2003,"Fixed wing multi engine","BOEING","737-79P",2,149,0,"Turbo-fan"
"N7827A",2003,"Fixed wing multi engine","BOEING","737-79P",2,149,0,"Turbo-fan"
"N78285",2004,"Fixed wing multi engine","BOEING","737-824",2,149,0,"Turbo-fan"
"N7828A",2003,"Fixed wing multi engine","BOEING","737-7CT",2,149,0,"Turbo-fan"
"N7829B",2003,"Fixed wing multi engine","BOEING","737-7CT",2,149,0,"Turbo-fan"
"N782SK",2009,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,0,"Turbo-fan"
"N7831B",2003,"Fixed wing multi engine","BOEING","737-7CT",2,149,0,"Turbo-fan"
"N7832A",2003,"Fixed wing multi engine","BOEING","737-79P",2,149,0,"Turbo-fan"
"N7833A",2003,"Fixed wing multi engine","BOEING","737-79P",2,149,0,"Turbo-fan"
"N7835A",2005,"Fixed wing multi engine","BOEING","737-752",2,149,0,"Turbo-fan"
"N783SK",2009,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C11",2,55,0,"Turbo-fan"
"N783SW",2000,"Fixed wing multi engine","BOEING","737-7H4",2,143,0,"Turbo-fan"
"N7841A",2001,"Fixed wing multi engine","BOEING","737-7L9",2,149,0,"Turbo-fan"
"N78438",2009,"Fixed wing multi engine","BOEING","737-924ER",2,191,0,"Turbo-fan"
"N7843A",2006,"Fixed wing multi engine","BOEING","737-752",2,149,0,"Turbo-fan"
"N78448",2012,"Fixed wing multi engine","BOEING","737-924ER",2,191,0,"Turbo-fan"
"N7844A",2007,"Fixed wing multi engine","BOEING","737-752",2,149,0,"Turbo-fan"
"N7847A",2005,"Fixed wing multi engine","BOEING","737-752",2,149,0,"Turbo-fan"
"N7848A",2005,"Fixed wing multi engine","BOEING","737-752",2,149,0,"Turbo-fan"
"N784JB",2011,"Fixed wing multi engine","AIRBUS","A320-232",2,200,0,"Turbo-fan"
"N784SK",2009,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,0,"Turbo-fan"
"N78501",2006,"Fixed wing multi engine","BOEING","737-824",2,149,0,"Turbo-fan"
"N78506",2006,"Fixed wing multi engine","BOEING","737-824",2,149,0,"Turbo-fan"
"N78509",2008,"Fixed wing multi engine","BOEING","737-824",2,149,0,"Turbo-fan"
"N78511",2008,"Fixed wing multi engine","BOEING","737-824",2,149,0,"Turbo-fan"
"N78524",2010,"Fixed wing multi engine","BOEING","737-824",2,149,0,"Turbo-fan"
"N7852A",2006,"Fixed wing multi engine","BOEING","737-71B",2,149,0,"Turbo-fan"
"N78540",2017,"Fixed wing multi engine","BOEING","737-800",2,175,0,"Turbo-fan"
"N7854B",2006,"Fixed wing multi engine","BOEING","737-71B",2,149,0,"Turbo-fan"
"N7855A",2005,"Fixed wing multi engine","BOEING","737-79P",2,149,0,"Turbo-fan"
"N7857B",2005,"Fixed wing multi engine","BOEING","737-79P",2,149,0,"Turbo-fan"
"N7858A",2005,"Fixed wing multi engine","BOEING","737-79P",2,149,0,"Turbo-fan"
"N785SK",2009,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C11",2,55,0,"Turbo-fan"
"N7860A",2005,"Fixed wing multi engine","BOEING","737-79P",2,149,0,"Turbo-fan"
"N7861J",2005,"Fixed wing multi engine","BOEING","737-79P",2,149,0,"Turbo-fan"
"N7862A",2005,"Fixed wing multi engine","BOEING","737-79P",2,149,0,"Turbo-fan"
"N7863A",2002,"Fixed wing multi engine","BOEING","737-7Q8",2,149,0,"Turbo-fan"
"N7865A",2002,"Fixed wing multi engine","BOEING","737-7Q8",2,149,0,"Turbo-fan"
"N7866A",2002,"Fixed wing multi engine","BOEING","737-7Q8",2,149,0,"Turbo-fan"
"N7867A",NA,"Fixed wing multi engine","BOEING","737-7Q8",2,149,0,"Turbo-fan"
"N7868K",2001,"Fixed wing multi engine","BOEING","737-79P",2,149,0,"Turbo-fan"
"N7869A",2006,"Fixed wing multi engine","BOEING","737-79P",2,149,0,"Turbo-fan"
"N786SK",2009,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,0,"Turbo-fan"
"N7873A",2004,"Fixed wing multi engine","BOEING","737-7Q8",2,149,0,"Turbo-fan"
"N7874B",2004,"Fixed wing multi engine","BOEING","737-7Q8",2,149,0,"Turbo-fan"
"N7875A",2004,"Fixed wing multi engine","BOEING","737-7Q8",2,149,0,"Turbo-fan"
"N7876A",2004,"Fixed wing multi engine","BOEING","737-7Q8",2,149,0,"Turbo-fan"
"N7877H",2005,"Fixed wing multi engine","BOEING","737-7Q8",2,149,0,"Turbo-fan"
"N7878A",2005,"Fixed wing multi engine","BOEING","737-7K9",2,149,0,"Turbo-fan"
"N7879A",2005,"Fixed wing multi engine","BOEING","737-7K9",2,149,0,"Turbo-fan"
"N787SK",2009,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,0,"Turbo-fan"
"N7880D",2007,"Fixed wing multi engine","BOEING","737-7K5",2,151,0,"Turbo-fan"
"N7881A",2008,"Fixed wing multi engine","BOEING","737-7CT",2,149,0,"Turbo-fan"
"N7885A",2002,"Fixed wing multi engine","BOEING","737-76N",2,149,0,"Turbo-fan"
"N7886A",2007,"Fixed wing multi engine","BOEING","737-752",2,149,0,"Turbo-fan"
"N7887A",2007,"Fixed wing multi engine","BOEING","737-752",2,149,0,"Turbo-fan"
"N7888A",2007,"Fixed wing multi engine","BOEING","737-700",2,143,0,"Turbo-fan"
"N7889A",2005,"Fixed wing multi engine","BOEING","737-79L",2,149,0,"Turbo-fan"
"N788SK",2009,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C11",2,55,0,"Turbo-fan"
"N789JB",2011,"Fixed wing multi engine","AIRBUS","A320-232",2,200,0,"Turbo-fan"
"N789SK",2009,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C11",2,55,0,"Turbo-fan"
"N790SK",2009,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C11",2,55,0,"Turbo-fan"
"N791SK",2009,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C11",2,55,0,"Turbo-fan"
"N792SK",2009,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C11",2,55,0,"Turbo-fan"
"N793JB",2011,"Fixed wing multi engine","AIRBUS","A320-232",2,200,0,"Turbo-fan"
"N793SK",2009,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C11",2,55,0,"Turbo-fan"
"N79402",2001,"Fixed wing multi engine","BOEING","737-924",2,191,0,"Turbo-fan"
"N794JB",2011,"Fixed wing multi engine","AIRBUS","A320-232",2,200,0,"Turbo-fan"
"N794SK",2010,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C11",2,55,0,"Turbo-fan"
"N79521",2010,"Fixed wing multi engine","BOEING","737-824",2,149,0,"Turbo-fan"
"N79541",2017,"Fixed wing multi engine","BOEING","737-800",2,175,0,"Turbo-fan"
"N795SK",2010,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C11",2,55,0,"Turbo-fan"
"N796JB",2012,"Fixed wing multi engine","AIRBUS","A320-232",2,200,0,"Turbo-fan"
"N796SK",2010,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C11",2,55,0,"Turbo-fan"
"N797SK",2010,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C11",2,55,0,"Turbo-fan"
"N799SW",NA,"Fixed wing multi engine","BOEING","737-7Q8",2,149,0,"Turbo-fan"
"N8009T",2013,"Fixed wing multi engine","AIRBUS","A319-115",2,147,0,"Turbo-fan"
"N800AY",2004,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,0,"Turbo-fan"
"N800NN",2009,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N800SK",2006,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,0,"Turbo-fan"
"N801AW",1998,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-132",2,179,0,"Turbo-jet"
"N801AY",2004,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,0,"Turbo-fan"
"N801DZ",2013,"Fixed wing multi engine","BOEING","737-932ER",2,222,0,"Turbo-fan"
"N801NN",2009,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N801UA",1997,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-131",2,179,0,"Turbo-jet"
"N8027D",2015,"Fixed wing multi engine","AIRBUS","A319-115",2,147,0,"Turbo-fan"
"N802AW",1998,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-132",2,179,0,"Turbo-jet"
"N802DN",2013,"Fixed wing multi engine","BOEING","737-932ER",2,222,0,"Turbo-fan"
"N802NN",NA,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N802SK",2006,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,0,"Turbo-fan"
"N802UA",1997,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-131",2,179,0,"Turbo-jet"
"N8030F",2015,"Fixed wing multi engine","AIRBUS","A319-115",2,147,0,"Turbo-fan"
"N8031M",2015,"Fixed wing multi engine","AIRBUS","A319-115",2,147,0,"Turbo-fan"
"N80343",2016,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N80348",2016,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N803AW",1998,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-132",2,179,0,"Turbo-jet"
"N803DN",2013,"Fixed wing multi engine","BOEING","737-932ER",2,222,0,"Turbo-fan"
"N803NN",NA,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N803SK",2006,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,0,"Turbo-fan"
"N803UA",1997,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-131",2,179,0,"Turbo-jet"
"N804AW",1999,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-132",2,179,0,"Turbo-jet"
"N804DN",2013,"Fixed wing multi engine","BOEING","737-932ER",2,222,0,"Turbo-fan"
"N804JB",2012,"Fixed wing multi engine","AIRBUS","A320-232",2,200,0,"Turbo-fan"
"N804NN",NA,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N804SK",2006,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,0,"Turbo-fan"
"N804UA",1997,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-131",2,179,0,"Turbo-jet"
"N805AW",1999,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-132",2,179,0,"Turbo-jet"
"N805DN",2013,"Fixed wing multi engine","BOEING","737-932ER",2,222,0,"Turbo-fan"
"N805JB",2012,"Fixed wing multi engine","AIRBUS","A320-232",2,200,0,"Turbo-fan"
"N805NN",2009,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N805SK",2006,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,0,"Turbo-fan"
"N805UA",1998,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-131",2,179,0,"Turbo-jet"
"N806AE",2001,"Fixed wing multi engine","EMBRAER","EMB-135KL",2,37,0,"Turbo-fan"
"N806AW",1999,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-132",2,179,0,"Turbo-jet"
"N806DN",2013,"Fixed wing multi engine","BOEING","737-932ER",2,222,0,"Turbo-fan"
"N806JB",2012,"Fixed wing multi engine","AIRBUS","A320-232",2,200,0,"Turbo-fan"
"N806NN",2009,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N806SK",2006,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,0,"Turbo-fan"
"N806UA",1998,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-131",2,179,0,"Turbo-jet"
"N807AW",1999,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-132",2,179,0,"Turbo-jet"
"N807DN",2013,"Fixed wing multi engine","BOEING","737-932ER",2,222,0,"Turbo-fan"
"N807NN",NA,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N807SK",NA,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,0,"Turbo-fan"
"N807UA",1998,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-131",2,179,0,"Turbo-jet"
"N808AW",1999,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-132",2,179,0,"Turbo-jet"
"N808DN",2013,"Fixed wing multi engine","BOEING","737-932ER",2,222,0,"Turbo-fan"
"N808NN",NA,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N808UA",1998,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-131",2,179,0,"Turbo-jet"
"N809AA",2015,"Fixed wing multi engine","BOEING","787-8",2,260,0,"Turbo-fan"
"N809AE",2001,"Fixed wing multi engine","EMBRAER","EMB-135KL",2,37,0,"Turbo-fan"
"N809AW",1999,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-132",2,179,0,"Turbo-jet"
"N809DN",2013,"Fixed wing multi engine","BOEING","737-932ER",2,222,0,"Turbo-fan"
"N809JB",2012,"Fixed wing multi engine","AIRBUS","A320-232",2,200,0,"Turbo-fan"
"N809NN",2009,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N809SK",2006,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,0,"Turbo-fan"
"N809UA",1998,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-131",2,179,0,"Turbo-jet"
"N810AE",2001,"Fixed wing multi engine","EMBRAER","EMB-135KL",2,37,0,"Turbo-fan"
"N810AW",1999,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-132",2,179,0,"Turbo-jet"
"N810DN",2013,"Fixed wing multi engine","BOEING","737-932ER",2,222,0,"Turbo-fan"
"N810MD",2004,"Fixed wing multi engine","EMBRAER","ERJ 170-100SU",2,70,0,"Turbo-fan"
"N810NN",2009,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N810SK",NA,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,0,"Turbo-fan"
"N810UA",1998,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-131",2,179,0,"Turbo-jet"
"N811DZ",2013,"Fixed wing multi engine","BOEING","737-932ER",2,222,0,"Turbo-fan"
"N811NN",2009,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N811UA",1998,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-131",2,179,0,"Turbo-jet"
"N812AW",2000,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-132",2,179,0,"Turbo-jet"
"N812DN",2013,"Fixed wing multi engine","BOEING","737-932ER",2,222,0,"Turbo-fan"
"N812NN",2009,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N812SK",NA,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,0,"Turbo-fan"
"N812UA",1998,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-131",2,179,0,"Turbo-jet"
"N813AW",2000,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-132",2,179,0,"Turbo-jet"
"N813DN",2014,"Fixed wing multi engine","BOEING","737-932ER",2,222,0,"Turbo-fan"
"N813NN",2009,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N813SK",2006,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,0,"Turbo-fan"
"N813UA",1998,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-131",2,179,0,"Turbo-jet"
"N81449",2012,"Fixed wing multi engine","BOEING","737-924ER",2,191,0,"Turbo-fan"
"N814AW",2000,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-132",2,179,0,"Turbo-jet"
"N814DN",2014,"Fixed wing multi engine","BOEING","737-932ER",2,222,0,"Turbo-fan"
"N814NN",2009,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N814SK",NA,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,0,"Turbo-fan"
"N814UA",1998,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-131",2,179,0,"Turbo-jet"
"N815AE",2002,"Fixed wing multi engine","EMBRAER","EMB-135KL",2,37,0,"Turbo-fan"
"N815AW",2000,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-132",2,179,0,"Turbo-jet"
"N815DN",2014,"Fixed wing multi engine","BOEING","737-932ER",2,222,0,"Turbo-fan"
"N815MD",2004,"Fixed wing multi engine","EMBRAER","ERJ 170-100SU",2,70,0,"Turbo-fan"
"N815NN",2009,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N815SK",NA,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,0,"Turbo-fan"
"N815UA",1998,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-131",2,179,0,"Turbo-jet"
"N816AW",2000,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-132",2,179,0,"Turbo-jet"
"N816DN",2014,"Fixed wing multi engine","BOEING","737-932ER",2,222,0,"Turbo-fan"
"N816NN",2009,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N816SK",2006,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,0,"Turbo-fan"
"N816UA",1998,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-131",2,179,0,"Turbo-jet"
"N817AW",2000,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-132",2,179,0,"Turbo-jet"
"N817DN",2014,"Fixed wing multi engine","BOEING","737-932ER",2,222,0,"Turbo-fan"
"N817NN",2009,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N817SK",2006,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,0,"Turbo-fan"
"N817UA",1998,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-131",2,179,0,"Turbo-jet"
"N818AW",2000,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-132",2,179,0,"Turbo-jet"
"N818DA",2014,"Fixed wing multi engine","BOEING","737-932ER",2,222,0,"Turbo-fan"
"N818MD",NA,"Fixed wing multi engine","EMBRAER","ERJ 170-100SU",2,70,0,"Turbo-fan"
"N818NN",2009,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N818UA",1998,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-131",2,179,0,"Turbo-jet"
"N819AE",NA,"Fixed wing multi engine","EMBRAER","EMB-135KL",2,37,0,"Turbo-fan"
"N819AW",2000,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-132",2,179,0,"Turbo-jet"
"N819AY",2005,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,0,"Turbo-fan"
"N819DN",2014,"Fixed wing multi engine","BOEING","737-932ER",2,222,0,"Turbo-fan"
"N819NN",2009,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N819UA",1998,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-131",2,179,0,"Turbo-jet"
"N820AW",2000,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-132",2,179,0,"Turbo-jet"
"N820AY",2005,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,0,"Turbo-fan"
"N820DN",2014,"Fixed wing multi engine","BOEING","737-932ER",2,222,0,"Turbo-fan"
"N820NN",2009,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N820SK",2006,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,0,"Turbo-fan"
"N820UA",1998,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-131",2,179,0,"Turbo-jet"
"N821AE",2002,"Fixed wing multi engine","EMBRAER","EMB-135KL",2,37,0,"Turbo-fan"
"N821AW",2000,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-132",2,179,0,"Turbo-jet"
"N821DN",2014,"Fixed wing multi engine","BOEING","737-932ER",2,222,0,"Turbo-fan"
"N821JB",2012,"Fixed wing multi engine","AIRBUS","A320-232",2,200,0,"Turbo-fan"
"N821NN",2010,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N821SK",2007,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,0,"Turbo-fan"
"N821UA",1998,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-131",2,179,0,"Turbo-jet"
"N822AE",2002,"Fixed wing multi engine","EMBRAER","EMB-135KL",2,37,0,"Turbo-fan"
"N822AW",2000,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-132",2,179,0,"Turbo-jet"
"N822DN",2014,"Fixed wing multi engine","BOEING","737-932ER",2,222,0,"Turbo-fan"
"N822NN",2010,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N822SK",2008,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,0,"Turbo-fan"
"N822UA",1998,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-131",2,179,0,"Turbo-jet"
"N82314",2014,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LL",2,88,0,"Turbo-fan"
"N82333",2015,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N82338",2016,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LL",2,88,0,"Turbo-fan"
"N823DN",2014,"Fixed wing multi engine","BOEING","737-932ER",2,222,0,"Turbo-fan"
"N823MD",2005,"Fixed wing multi engine","EMBRAER","ERJ 170-100SU",2,70,0,"Turbo-fan"
"N823NN",2010,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N823SK",2008,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,0,"Turbo-fan"
"N823UA",1998,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-131",2,179,0,"Turbo-jet"
"N824AW",2001,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-132",2,179,0,"Turbo-jet"
"N824DN",2014,"Fixed wing multi engine","BOEING","737-932ER",2,222,0,"Turbo-fan"
"N824MD",2005,"Fixed wing multi engine","EMBRAER","ERJ 170-100SU",2,70,0,"Turbo-fan"
"N824NN",2010,"Fixed wing multi engine","BOEING","737-823",2,162,0,"Turbo-fan"
"N824SK",2008,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,0,"Turbo-fan"
"N824UA",1999,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-131",2,179,0,"Turbo-jet"
"N825AE",2002,"Fixed wing multi engine","EMBRAER","EMB-135KL",2,37,0,"Turbo-fan"
"N825AW",2001,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-132",2,179,0,"Turbo-jet"
"N825DN",2014,"Fixed wing multi engine","BOEING","737-932ER",2,222,0,"Turbo-fan"
